City_ID,State,doctor_availability_rate,hospital_availability_rate,annual_per_capita,population_density,death_rate
1050,s101,604.9932236,687.4721261,19.670656,40.35266853,8.915508116
1051,s102,695.1763286,783.4491243,22.66949044,34.78324848,8.206042897
1052,s101,529.6312319,616.028804,17.2222925,39.73720876,10.12140014
1053,s103,650.4024325,694.2119273,19.90966252,33.57653867,8.608528928
1054,s101,189.1577646,214.7743642,7.862060469,53.06784118,12.88579042
1055,s101,684.2871883,751.5443643,20.3786305,32.39373647,8.082807272
1056,s105,614.338637,719.9661525,20.59817772,36.87534534,8.984765831
1057,s101,527.7592753,620.291675,16.97271966,41.84420781,10.08191648
1058,s102,659.2430051,759.4830968,19.39160818,37.11649598,8.594944571
1059,s103,512.4342322,607.2900295,16.22899466,41.88328848,10.06359788
1060,s104,585.5476121,749.9007495,19.05266539,34.72280006,
1061,s102,482.2046007,528.980564,15.05033599,41.72367133,11.28175229
1062,s102,496.4900871,723.151115,14.50396384,36.39666534,10.47211558
1063,s101,669.052268,713.0886415,19.95610367,33.88697113,8.374850208
1064,s103,674.4104869,856.6384635,22.55966121,44.81999922,11.1426524
1065,s103,596.8509514,637.2589661,17.62022408,39.14085615,9.700235197
1066,s104,572.0309927,639.1731458,18.19803826,38.84850978,9.78404641
1067,s103,478.5021124,567.7715891,17.17288481,40.57901899,10.30636015
1068,s102,503.8119049,561.0337521,16.83968563,42.5366543,10.55994701
1069,s101,587.2579531,663.348752,17.18299154,31.80489452,9.526122424
1070,s105,538.7797907,651.8634858,17.45368258,40.15933302,9.697345775
1071,s102,523.2097291,610.2193268,16.57778228,36.44448763,9.686018012
1072,s104,707.1367301,782.1067839,22.5304841,39.90083073,9.861763757
1073,s102,463.1588803,554.3598032,17.59368715,28.88874321,7.717970796
1074,s101,702.5944092,667.6061409,19.54110364,34.66734574,8.498347935
1075,s105,522.2546018,704.7582986,16.46600499,38.00482237,9.673420438
1076,s104,123.267263,241.5721113,6.023528145,49.80263698,13.17951888
1077,s103,647.8642457,749.9571356,20.0291538,34.29557607,8.760906513
1078,s101,625.6323,629.2173374,18.31682689,37.41313655,9.61631106
1079,s105,357.8401281,386.2071515,10.97378084,46.1968458,11.77307444
1080,s105,463.1588803,554.3598032,17.59368715,40.15848585,10.59557323
1081,s102,759.5063349,851.1160885,21.1389829,29.19746925,7.253693621
1082,s101,623.2180103,706.1504294,21.93531877,33.48136745,8.822348914
1083,s104,645.5022436,650.278395,17.39469592,42.58067769,9.56366144
1084,s104,362.3815906,508.1736622,14.81176076,45.83791735,11.64404745
1085,s105,677.7718781,719.3853778,20.46177609,36.90027079,8.287491803
1086,s103,605.4951863,745.3495066,18.79177709,36.41555732,8.576235244
1087,s101,832.3070329,876.6979641,22.28817716,30.84295814,7.265663671
1088,s103,651.2630491,706.4596025,20.11919748,32.79703459,8.824074109
1089,s101,605.9700919,673.766185,19.50124019,38.20014448,9.347989096
1090,s104,827.1599078,831.6645025,24.6368794,16.41293619,5.321579268
1091,s102,233.0848513,276.2530216,9.462483275,51.15190574,12.02177216
1092,s101,716.2752489,715.4095834,19.55593097,36.25652969,8.203883484
1093,s102,634.2446351,715.8930386,17.75344776,43.03586175,9.573843814
1094,s104,754.4636954,837.8450509,21.46148699,30.28433512,7.874747466
1095,s102,676.7370221,731.6360558,21.89970467,35.52402376,
1096,s101,647.3341243,669.6706625,19.31060607,40.21654229,8.922793794
1097,s102,622.1974943,776.0140276,20.9754719,32.42032432,8.663024697
1098,s104,692.5493154,780.9023011,18.73677034,33.82707198,8.332548704
1099,s103,392.9876328,683.6307896,17.09005312,44.26677867,10.31297733
1100,s101,452.7896783,526.9804008,15.46603447,43.67337121,10.85884079
1101,s101,652.7293753,596.8310941,20.13956352,41.04029488,8.921711977
1102,s105,577.3599504,576.5873963,17.96337998,38.47350857,9.6780452
1103,s104,429.8611367,547.5884601,16.04344367,45.94776918,11.00561101
1104,s102,523.6310137,593.779206,14.5100426,42.53568558,9.972876345
1105,s101,645.1558707,666.1902842,18.52106547,37.42171878,9.240413581
1106,s103,513.6578544,579.3556257,16.04739338,42.18728933,10.06315084
1107,s105,487.3864692,541.8566521,16.75627387,43.29242763,10.43703498
1108,s104,718.9059541,688.0591021,22.46884565,35.03234765,8.230943402
1109,s101,462.6312961,552.1194767,17.49630832,37.37388178,10.52240898
1110,s103,243.2991113,343.5946381,10.86575309,44.38686757,11.90408935
1111,s104,655.2574257,639.0959287,18.11310601,40.53247419,9.899037767
1112,s102,449.2719457,501.751336,15.04495748,44.39350177,11.53118265
1113,s105,483.4850575,562.0158315,16.81599367,44.60956219,10.69518737
1114,s103,721.4482267,824.9400044,21.4395096,39.30504301,
1115,s103,805.7359569,742.8786649,20.84695217,32.7283199,7.397660798
1116,s104,109.1569116,201.6191704,6.173745083,52.05548057,12.96273143
1117,s103,397.784769,454.6742179,13.13326436,44.58893082,11.5400404
1118,s105,815.512484,876.5437622,22.10372301,28.44647794,7.379497187
1119,s101,594.2264749,696.7541917,19.13223748,37.0169129,9.498064786
1120,s104,463.1588803,554.3598032,17.59368715,40.6869397,9.925366147
1121,s101,341.3574554,465.3093654,13.01331895,44.46575664,11.42062027
1122,s102,327.3706258,501.6356087,13.3566175,47.71948736,11.45191429
1123,s103,627.5797964,641.4422638,17.82252023,13.69596113,3.391676126
1124,s104,733.6294355,787.3317925,20.33195136,34.32211284,8.287900281
1125,s103,662.8233493,725.1037626,20.63237597,34.9339149,8.353321415
1126,s104,658.8443529,632.7951397,19.28918164,47.09385158,7.674704417
1127,s101,576.5147416,725.0307083,16.62738307,40.80351431,9.907119835
1128,s103,486.8438585,524.7561946,14.30785389,46.37913588,11.45306517
1129,s102,630.6543102,672.064438,18.24422331,38.24663948,9.71727878
1130,s105,661.4099755,709.5945388,19.75250481,34.89228307,8.685661618
1131,s103,247.9093372,254.2378628,9.75660605,49.79206648,12.36439002
1132,s103,659.8966274,771.7446891,18.51294166,38.64715687,9.031359716
1133,s105,429.5658128,453.5031444,13.94558126,47.45954801,11.63608617
1134,s101,350.4425814,516.5426232,14.19938862,47.23815783,11.41422423
1135,s101,772.6432716,894.6317447,23.40106386,27.80186583,6.673639578
1136,s104,657.3863001,733.291916,22.62727837,34.42264547,8.389392378
1137,s102,605.1183377,652.1099611,18.90310818,40.03484475,9.792665884
1138,s102,808.642228,815.6287423,21.30290642,28.05686422,7.751813606
1139,s103,554.4267034,582.0655944,16.42948773,37.04066637,9.94303124
1140,s103,571.8296677,717.4845987,16.40299947,14.67400668,3.64850631
1141,s102,661.8000495,777.7384561,20.2002521,35.88627003,8.326012652
1142,s101,465.6676205,679.1350145,16.76618158,39.0850254,10.1045176
1143,s103,753.2313996,916.1844342,22.18790036,26.75441361,6.968877311
1144,s104,808.9404345,862.2238609,22.30270135,26.09232506,7.171963736
1145,s104,425.3462614,462.8815632,12.80556209,47.87471782,11.76773523
1146,s101,434.2838722,574.4852718,15.7059932,42.6833907,10.55815298
1147,s105,545.1956623,653.7830062,17.65757769,15.41259433,3.368459809
1148,s104,657.361731,699.7211024,21.0064426,35.90813254,8.450867058
1149,s103,393.3023809,589.9506537,15.6711268,45.36707906,10.76171962
1150,s101,561.8072703,630.1116102,16.18185584,41.93623947,10.00652693
1151,s103,721.7782646,763.3376709,21.15124,32.37444811,8.338959879
1152,s102,593.3511365,705.4403333,19.01963514,37.19693216,8.720804792
1153,s102,638.7235863,678.843541,19.62454901,39.29980906,9.112045332
1154,s105,581.2471214,676.3097259,17.02561231,46.61552522,9.601343384
1155,s103,639.7474648,756.7751952,19.3636697,35.96351106,8.744269817
1156,s102,601.7776743,795.6153361,19.48075777,40.80376077,9.110959695
1157,s104,802.0888169,913.7267208,23.35594566,28.94988739,7.123382003
1158,s101,747.5261114,684.5196368,21.02657177,30.05684169,8.228961665
1159,s101,696.097472,753.3389184,21.34976535,36.64333787,8.323960702
1160,s102,658.1587506,773.8485875,19.85327391,31.68348819,8.21879735
1161,s101,691.3185159,762.8780475,19.70234548,32.07604596,8.320260516
1162,s105,723.0568355,856.7175749,20.68779645,31.87252979,7.877476723
1163,s104,548.8836922,534.8652831,15.27798762,44.0560582,10.75550192
1164,s105,189.8031398,287.5777961,8.445257959,48.64097933,12.03368881
1165,s102,563.5349182,586.3831042,17.17300542,41.27452111,10.12095569
1166,s102,372.724145,481.6372999,13.65928942,46.54710125,11.51049317
1167,s104,561.046054,570.9674236,15.98082646,44.17954808,10.65047898
1168,s101,511.107877,551.0564952,17.01046083,41.41342803,10.59074173
1169,s104,716.1090337,706.8176661,20.28077345,37.27426216,8.779904811
1170,s101,592.6633276,645.2599079,18.29169125,35.86483918,9.336589559
1171,s103,678.1366118,811.6506505,21.05922711,31.90303955,7.922340592
1172,s104,138.832071,86.66345924,6.216157919,50.29491683,12.98168228
1173,s104,502.1238063,452.1135588,15.81967866,43.90882184,10.86984006
1174,s103,715.3666039,836.7448049,21.40143106,32.7382055,7.974124029
1175,s105,566.5973987,620.9425149,15.71975094,39.45095588,10.20325651
1176,s104,595.973415,671.5419008,17.58874425,36.24816405,9.324284583
1177,s105,562.3641102,625.9769355,16.14705135,39.37670262,9.793249914
1178,s102,639.8232668,734.144536,19.37747702,38.29801966,9.273831799
1179,s102,477.2869394,440.9749567,14.60827505,47.48138725,11.39921701
1180,s105,529.0575973,505.0098802,14.18339988,40.36041264,10.56179652
1181,s102,755.6203627,845.361813,23.00840259,34.43646127,7.860607252
1182,s103,764.6781569,767.2612699,20.54418919,32.62978137,8.062962064
1183,s103,630.080042,610.4642816,18.70385768,34.10951348,11.22594009
1184,s103,716.111527,769.4682299,20.33591984,33.89085244,8.574306023
1185,s104,556.3182024,642.4476287,17.63990482,40.88546792,9.809911521
1186,s103,458.0503559,583.6322055,17.06141815,43.53054934,10.41309534
1187,s105,441.3318848,464.1313015,13.57058853,43.91213435,11.4392977
1188,s105,621.6925844,646.8125487,18.71920741,36.32512845,9.138412665
1189,s101,484.6072163,535.8180329,15.73470448,42.37339596,10.62107644
1190,s103,903.8696254,1068.699512,25.74801205,18.94888176,4.019212769
1191,s103,546.8747169,630.3211631,16.02639924,37.81604996,9.952899352
1192,s103,478.2802671,633.7132749,17.69776615,42.71782629,10.1023249
1193,s103,890.5560136,952.2080437,25.93274055,15.76725105,3.906098104
1194,s101,422.3077428,483.1925986,17.53703627,43.04142306,9.926547482
1195,s104,695.6007196,797.2413312,21.40887532,32.40110474,8.009476498
1196,s104,619.5755914,621.3292786,17.04201407,38.93139222,9.408295532
1197,s105,587.2579531,663.348752,17.18299154,37.41313655,7.678230597
1198,s102,695.7382622,658.0358257,18.43086746,37.78124522,9.073281075
1199,s102,854.6977555,860.4835865,26.42581805,22.39720997,6.555852175
1200,s101,428.0105284,522.6772496,15.01996901,38.74779906,10.62332443
1201,s101,478.2239575,665.1935407,16.5336639,40.21963442,9.975739662
1202,s101,655.2783935,727.8800474,18.10600433,32.34319287,8.807237397
1203,s104,707.4958089,760.5499071,21.16321306,32.87507677,7.981249141
1204,s102,597.7410219,576.0025835,16.08874508,36.81848859,10.11746222
1205,s101,531.0240406,570.4362577,18.37383374,42.81898891,10.25495653
1206,s104,718.2661398,813.9272205,24.34706202,40.49789947,7.558090756
1207,s104,354.4466572,487.1293645,13.88345707,46.28294825,11.72737086
1208,s104,676.7370221,731.6360558,21.89970467,47.67977311,11.16787063
1209,s104,432.6710941,452.859263,15.09170394,42.31421898,11.05070868
1210,s102,544.9596825,695.7121224,17.74176698,34.25077957,9.437314081
1211,s104,474.3138267,649.1543494,16.18069096,42.43424083,10.33629064
1212,s102,124.6535328,224.6185309,4.009731559,53.87395736,13.23643685
1213,s102,674.4104869,856.6384635,22.55966121,39.82040115,9.866212956
1214,s103,532.6627148,533.2906145,17.96182886,38.36309123,10.02269335
1215,s104,615.4447557,677.879693,18.07335143,41.93576461,9.461525979
1216,s101,634.9061804,725.0075434,19.89662199,34.5733753,8.520810219
1217,s103,724.8974897,798.1307145,19.972774,33.04664986,8.416535261
1218,s104,574.5158247,727.1133815,18.54263845,40.96990175,9.704514547
1219,s104,555.9443977,710.4578263,19.31645883,41.22362605,8.918811687
1220,s102,630.1587651,717.153585,18.63346986,34.40787387,8.633312626
1221,s102,488.0768395,586.9369901,17.6422425,41.13572325,10.09516026
1222,s102,268.8394491,216.5710254,9.71245319,49.28177476,11.93892052
1223,s101,609.6324353,658.1545659,20.1428845,37.09959121,8.994105091
1224,s103,563.3902881,572.9567992,15.78941603,43.22118964,10.48206112
1225,s104,679.2382196,789.0402022,21.44396728,32.87054003,8.080144233
1226,s104,684.7795803,788.4467432,20.22847345,31.35685561,8.387598055
1227,s105,572.6552925,667.0442631,18.03161022,36.56507595,9.216792109
1228,s104,352.5548585,472.2187268,13.38367223,42.23355671,11.44775793
1229,s104,306.9657962,482.5548058,12.25915224,44.98713356,11.71498035
1230,s105,582.8538637,782.8040893,18.2362875,40.49789947,8.916896682
1231,s105,664.6634864,739.4822478,20.84103538,39.42918343,8.903081492
1232,s104,729.9015526,704.0794405,21.89171824,30.85340742,8.046578543
1233,s103,474.0655919,525.6688995,16.20815064,46.41715873,10.8517059
1234,s104,618.0146572,513.8485168,17.32584017,40.52722577,10.07155834
1235,s103,605.5060659,651.0748471,18.6407351,37.29391749,9.267851248
1236,s102,581.1976881,664.0808454,18.00605808,36.99451212,9.731899697
1237,s103,688.1441382,667.0994666,19.84410828,34.62497995,8.810581114
1238,s103,785.7141749,938.1957358,24.18439412,29.1509332,6.757858235
1239,s101,432.2181015,673.8949437,17.08061872,42.04021527,10.46219046
1240,s104,684.0634955,671.8572691,19.6383393,31.169481,8.809236402
1241,s103,603.6859557,575.6265503,18.85669458,47.53123976,9.601245713
1242,s105,574.8067179,582.4522771,16.69753994,39.0696424,10.29999037
1243,s103,717.6607602,832.6317335,23.43436038,32.56848741,8.031151195
1244,s103,619.1439046,765.8971815,20.57396111,34.24459156,8.648575207
1245,s105,779.5218283,884.299675,21.85334811,30.14215055,7.811631513
1246,s102,458.9983487,443.6921332,15.42765788,43.53511398,10.87400316
1247,s103,601.2946477,649.1383964,19.95965425,31.56029186,8.882227921
1248,s104,723.0174268,784.01277,19.91464139,30.35783226,7.920063953
1249,s105,724.0331275,811.5653772,21.08474312,37.26781366,
1250,s104,578.990584,704.2084993,17.73863325,41.70359589,9.487235568
1251,s103,696.0011643,756.5877169,20.73574463,35.3446222,8.307057148
1252,s102,556.1083151,595.8573261,17.47010137,14.75043101,3.661261103
1253,s103,721.4482267,824.9400044,21.4395096,38.32678226,9.865479971
1254,s103,579.9735066,468.9680289,16.34332011,39.30069596,9.969312807
1255,s105,703.5051716,761.678841,21.91823823,30.22619608,11.1725121
1256,s102,662.1600258,776.7638881,21.42147536,33.0852265,8.007172662
1257,s103,505.9636624,630.3509213,15.7796801,41.83965974,10.00462692
1258,s103,528.6598489,596.7895575,16.26714149,41.09556832,10.18272122
1259,s102,407.9401236,481.8277814,14.45948031,46.54457633,11.49426144
1260,s102,520.7260706,550.0317943,15.60162587,43.34586552,10.8429201
1261,s103,575.6469578,706.2029626,16.35359101,31.49888567,9.526335086
1262,s102,856.9573571,877.9217383,23.49038495,26.94316053,7.135384146
1263,s103,520.1024541,621.8599,17.68439847,44.31382165,11.10239215
1264,s104,650.8563787,727.9547289,20.76007278,36.68007925,8.965391795
1265,s104,648.7126099,758.8276744,17.08623401,32.68674174,8.396166229
1266,s102,772.1533497,805.4641344,20.41345647,32.06953461,7.841364421
1267,s101,691.4800316,874.1571506,21.3143253,32.3773894,8.114974184
1268,s101,543.9652827,524.4263827,15.2172595,43.71393907,10.34324941
1269,s102,498.54026,612.4662981,17.33170026,41.09136019,10.15110956
1270,s105,523.8395599,596.3340574,17.82916398,41.55539266,9.770547683
1271,s105,431.9718052,517.2206463,15.75313202,45.58512485,10.75898439
1272,s103,589.9363362,573.1114322,16.71250255,42.81847489,10.03415959
1273,s101,745.7721952,808.7219679,22.31873659,34.23287922,7.502156556
1274,s101,435.496517,526.3214706,16.00971446,45.35708494,11.0850183
1275,s101,537.3039911,598.1511546,17.56193397,41.11599119,10.13303531
1276,s102,568.4622503,657.0052792,17.15638643,37.55710772,9.817121853
1277,s102,754.4618547,930.8518077,24.72495098,20.41077007,5.011073721
1278,s102,490.3097766,450.949704,14.79798267,41.46004027,10.98761253
1279,s102,514.4849858,543.5903386,18.10968091,41.10177157,10.15795781
1280,s103,545.1971369,569.1630549,16.43209404,38.2612532,9.975074127
1281,s103,503.1847623,637.3459395,18.22323294,17.25373249,3.428080845
1282,s104,486.7234681,638.7100109,16.81740639,41.44055548,10.13985482
1283,s104,640.3747234,839.4425374,22.31967913,32.42700315,8.139038278
1284,s104,379.8461489,512.091052,14.23959869,48.49342793,11.49908442
1285,s104,738.6385641,824.4916954,23.55098836,36.95443391,7.497537965
1286,s103,802.0301246,806.8079821,20.7616712,26.61893609,7.30917157
1287,s103,752.1994333,840.9624299,20.56154798,42.16844299,9.864555763
1288,s102,534.9731998,654.6117455,15.18217009,42.68945867,10.51788837
1289,s102,559.5356494,646.6455498,18.30941761,34.98601493,9.620240437
1290,s104,483.2482635,625.5562269,13.93440519,41.90524249,10.8920499
1291,s104,489.9761313,420.1260325,15.04688275,46.61552522,11.33095659
1292,s103,657.8257271,683.2581354,20.83998068,35.21436751,8.503416518
1293,s102,694.718656,777.1268299,23.15775821,33.57555766,7.975220491
1294,s105,480.9264171,583.0808082,16.08027302,41.24581732,10.18610026
1295,s105,589.9123224,655.5939664,19.84214192,37.40209893,9.048573313
1296,s104,609.2074008,732.6578356,17.31235901,36.78823528,8.963811152
1297,s103,644.3311052,703.5142127,20.15638179,34.23287922,9.095161363
1298,s101,519.6490619,534.3780189,13.43452337,41.4393579,10.51810859
1299,s101,249.110551,261.8605212,7.820522079,46.62969451,12.03015929
1300,s105,548.8374754,577.1191697,17.98581774,40.82465386,9.803699948
1301,s105,368.8737775,413.7894577,14.5083792,47.38693383,11.73719781
1302,s103,352.5063877,510.6910707,17.04431133,46.61552522,11.60581442
1303,s101,124.1078057,193.1111997,7.829043275,33.74597398,7.748552673
1304,s101,555.5618875,670.6230928,20.29390732,36.97535973,9.650246154
1305,s102,681.3740945,680.462037,20.08470959,33.41195788,8.360308343
1306,s105,667.2790963,817.8616192,22.37943442,33.25703231,7.755501652
1307,s103,617.7660658,725.6205145,20.20149853,32.79199607,8.461641329
1308,s105,708.4517739,760.9008125,20.51629252,37.43693347,
1309,s105,777.1389588,808.9778524,21.05305492,27.46375104,7.867790092
1310,s101,624.0835625,765.773376,20.33004126,42.87725307,8.923952907
1311,s103,535.1991712,627.7151919,18.80392452,40.03235903,9.356585891
1312,s103,738.0364741,918.4243935,22.451851,26.09237846,6.916600194
1313,s103,666.2170288,682.2628692,18.42497411,38.27507792,8.863535781
1314,s104,629.7910813,726.1311724,19.63239898,33.28990043,9.159236582
1315,s102,902.1246007,934.8223872,25.70357454,18.02197709,4.807991853
1316,s101,742.685714,753.0530314,18.90594608,31.98275827,8.545815109
1317,s101,469.559536,493.0576291,14.99209634,42.17959343,10.97841581
1318,s102,592.4546663,757.3313223,20.0895341,35.5549376,8.621085624
1319,s103,590.7345143,715.518556,18.8177351,35.61555266,9.319532444
1320,s102,687.1547925,802.2602993,21.98843526,39.27404961,9.878299689
1321,s105,462.4948441,567.7409626,17.41487045,41.81248174,10.47477183
1322,s101,508.8472525,573.4831568,15.77578947,40.82607792,10.4371607
1323,s105,528.8876108,641.553135,19.13364606,36.43978598,9.405430039
1324,s101,829.6131311,869.146987,24.34899609,25.13671603,6.495115881
1325,s103,646.6826598,655.6046797,19.63019105,36.63671154,8.829373869
1326,s103,496.1047404,616.3390815,16.97635779,37.6205373,9.924100242
1327,s104,537.2109029,572.9822222,16.90013163,39.24879515,10.01095398
1328,s101,668.2419826,758.5666913,21.0840686,33.36554466,8.09036128
1329,s104,452.8523512,556.2816632,14.20663193,42.87725307,10.8944846
1330,s101,753.2791469,918.9127222,23.71945502,28.27110438,7.334303946
1331,s102,584.4421458,700.2924267,19.31466408,36.74904605,9.110785905
1332,s104,512.7267954,672.8220827,17.53772015,14.73463475,3.190370498
1333,s105,467.9145266,589.3558414,14.52489968,39.6878714,10.44124074
1334,s101,450.9641305,555.1905167,16.89451053,43.55224164,10.41143648
1335,s102,595.3639704,581.3943638,16.95909466,42.04041745,10.4212352
1336,s105,603.46779,675.0301964,17.93935405,11.66949389,3.423573565
1337,s102,607.3830528,738.7795167,16.90528426,11.77904083,3.652494902
1338,s101,641.0803639,645.5443434,17.86686701,40.23924913,9.780558667
1339,s104,502.3983966,641.7369976,18.35951772,26.4939944,7.691754399
1340,s105,621.8466106,629.2258102,18.09816426,39.42918343,9.563304292
1341,s104,485.6740226,647.1978873,15.41106388,47.29715798,10.60839829
1342,s101,718.7618186,890.7032837,20.68653689,38.58215519,9.857904874
1343,s102,567.8993023,541.7218009,16.59995924,41.54101198,10.61311773
1344,s103,663.964822,595.2709444,18.24492937,37.14180918,9.54334235
1345,s105,560.7676542,649.8323839,18.95363895,37.76438703,9.618706667
1346,s103,447.3594095,563.3904605,15.22180089,47.33002253,10.93579442
1347,s105,653.5249578,704.424797,19.62971782,38.36972754,9.125425383
1348,s105,492.9753322,539.1705704,17.34084566,46.32842007,10.6128417
1349,s104,502.5643622,471.214426,16.99750063,40.21654229,10.69418019
1350,s105,602.768969,648.8284142,18.48126035,38.41578027,9.950672983
1351,s105,669.9327164,787.8410963,20.48822541,35.99741034,8.305323355
1352,s104,724.1300075,759.2880788,20.42691778,32.5745429,8.164937825
1353,s101,737.7537274,829.9513312,21.93535151,35.71509283,8.342609707
1354,s105,642.5225488,754.2597776,18.11188114,37.23719551,9.039478443
1355,s102,655.0564858,777.2160435,20.40013317,32.85471386,8.667721266
1356,s105,684.2871883,751.5443643,20.3786305,41.74947056,9.873876539
1357,s105,644.3803003,702.5237268,21.33370006,36.38395496,8.256386891
1358,s103,395.7045913,441.1730144,12.372377,47.92628239,11.69317194
1359,s101,593.5182352,620.0975032,19.02825255,42.58067769,9.627335351
1360,s102,697.4823043,782.1500886,21.66465981,33.91965505,7.899154336
1361,s102,465.3997951,670.8920631,15.50782141,41.04205498,10.17736919
1362,s104,168.5096005,222.5537743,7.832190536,51.95749902,12.46735801
1363,s103,781.4123701,776.0990504,22.56938706,30.98867381,7.91428671
1364,s104,737.9172968,965.4705243,22.51521042,27.61150909,6.60989387
1365,s104,540.8997173,600.6090229,16.37157843,42.03872818,10.79503777
1366,s102,811.5665129,909.8416105,22.01695853,31.16993067,6.993058771
1367,s102,777.7545327,848.5836073,22.21667087,32.73119071,7.471096691
1368,s104,456.9481949,596.2068827,16.32533347,37.92362903,9.92903906
1369,s103,799.0837194,855.9326248,23.73006098,26.26237556,7.390073812
1370,s101,682.8874605,737.1624277,20.67525354,29.94081404,8.382820576
1371,s103,915.0397506,952.2657808,23.88375298,17.38267129,4.045536583
1372,s103,531.2134302,578.8247323,17.19191517,40.2542865,10.08270111
1373,s103,616.1622065,785.8511671,18.80437533,33.86831726,8.771809345
1374,s105,515.1107957,596.5074362,18.06490663,42.76898101,10.1248486
1375,s105,716.3456229,771.6060636,22.01347207,31.11840832,7.898478997
1376,s104,682.1996535,761.2968988,21.29929835,33.75291098,8.629955068
1377,s103,755.6931676,755.9773363,23.18849443,35.61220083,8.078700744
1378,s105,610.6423541,732.469401,19.08494071,36.7134501,8.486263356
1379,s105,505.6045403,563.4818082,17.64634487,40.72548947,9.836582057
1380,s101,613.1996498,726.8920905,18.2354253,37.69433913,9.166982178
1381,s105,136.8721111,211.1680688,7.533705069,51.30216955,12.57862238
1382,s102,765.8872901,858.2135363,22.61573944,12.93774724,7.461990319
1383,s104,432.7541521,572.0357021,15.89510798,41.04029488,10.47518541
1384,s102,663.2059036,688.9594012,18.76766763,41.37820049,8.923485743
1385,s104,510.8784943,645.1652491,17.35530984,38.50429254,10.18037696
1386,s105,628.1983006,672.5698439,18.44765061,37.67515417,9.208112993
1387,s105,541.6977431,477.491918,15.70887564,41.27978419,10.59953886
1388,s105,473.3750701,533.4693349,16.95310955,40.69455967,10.50813691
